initiative_id,month,planned_spend,actual_spend,cumulative_planned,cumulative_actual,forecast_spend,benefit_realized
INIT-050,2027-03,52577,,2191056,,59919,
INIT-050,2027-04,28945,,2220001,,32987,
INIT-050,2027-05,0,,2220001,,0,
INIT-050,2027-06,0,,2220001,,0,
INIT-050,2027-07,0,,2220001,,0,
INIT-050,2027-08,0,,2220001,,0,
INIT-050,2027-09,0,,2220001,,0,
INIT-050,2027-10,0,,2220001,,0,
INIT-050,2027-11,0,,2220001,,0,
INIT-050,2027-12,0,,2220001,,0,
INIT-051,2026-01,0,0,0,0,0,0
INIT-051,2026-02,0,0,0,0,0,0
INIT-051,2026-03,0,0,0,0,0,0
INIT-051,2026-04,0,0,0,0,0,0
INIT-051,2026-05,0,0,0,0,0,0
INIT-051,2026-06,0,0,0,0,0,0
INIT-051,2026-07,0,0,0,0,0,0
INIT-051,2026-08,0,,0,,0,
INIT-051,2026-09,0,,0,,0,
INIT-051,2026-10,0,,0,,0,
INIT-051,2026-11,0,,0,,0,
INIT-051,2026-12,12935,,12935,,14108,
INIT-051,2027-01,21040,,33975,,22948,
INIT-051,2027-02,32319,,66294,,35251,
INIT-051,2027-03,46884,,113178,,51137,
INIT-051,2027-04,64230,,177408,,70056,
INIT-051,2027-05,83097,,260505,,90634,
INIT-051,2027-06,101527,,362032,,110736,
INIT-051,2027-07,117145,,479177,,127771,
INIT-051,2027-08,127646,,606823,,139224,
INIT-051,2027-09,131352,,738175,,143266,
INIT-051,2027-10,127646,,865821,,139224,
INIT-051,2027-11,117145,,982966,,127771,
INIT-051,2027-12,101527,,1084493,,110736,
INIT-052,2026-01,0,0,0,0,0,0
INIT-052,2026-02,0,0,0,0,0,0
INIT-052,2026-03,0,0,0,0,0,0
INIT-052,2026-04,0,0,0,0,0,0
INIT-052,2026-05,0,0,0,0,0,0
INIT-052,2026-06,0,0,0,0,0,0
INIT-052,2026-07,0,0,0,0,0,0
INIT-052,2026-08,24085,,24085,,24246,
INIT-052,2026-09,58813,,82898,,59205,
INIT-052,2026-10,111281,,194179,,112023,
INIT-052,2026-11,163150,,357329,,164238,
INIT-052,2026-12,185343,,542672,,186579,
INIT-052,2027-01,163150,,705822,,164238,
INIT-052,2027-02,111281,,817103,,112023,
INIT-052,2027-03,58813,,875916,,59205,
INIT-052,2027-04,24085,,900001,,24246,
INIT-052,2027-05,0,,900001,,0,
INIT-052,2027-06,0,,900001,,0,
INIT-052,2027-07,0,,900001,,0,
INIT-052,2027-08,0,,900001,,0,
INIT-052,2027-09,0,,900001,,0,
INIT-052,2027-10,0,,900001,,0,
INIT-052,2027-11,0,,900001,,0,
INIT-052,2027-12,0,,900001,,0,
INIT-053,2026-01,27625,27426,27625,27426,31907,0
INIT-053,2026-02,39255,46025,66880,73451,45340,0
INIT-053,2026-03,53230,52079,120110,125530,61481,0
INIT-053,2026-04,68875,73755,188985,199285,79551,0
INIT-053,2026-05,85041,96470,274026,295755,98222,0
INIT-053,2026-06,100194,118852,374220,414607,115724,0
INIT-053,2026-07,112644,117761,486864,532368,130104,0
INIT-053,2026-08,120845,,607709,,139576,
INIT-053,2026-09,123709,,731418,,142884,
INIT-053,2026-10,120845,,852263,,139576,
INIT-053,2026-11,112644,,964907,,130104,
INIT-053,2026-12,100194,,1065101,,115724,
INIT-053,2027-01,85041,,1150142,,98222,
INIT-053,2027-02,68875,,1219017,,79551,
INIT-053,2027-03,53230,,1272247,,61481,
INIT-053,2027-04,39255,,1311502,,45340,
INIT-053,2027-05,27625,,1339127,,31907,
INIT-053,2027-06,18550,,1357677,,21425,
INIT-053,2027-07,11886,,1369563,,13728,
INIT-053,2027-08,0,,1369563,,0,
INIT-053,2027-09,0,,1369563,,0,
INIT-053,2027-10,0,,1369563,,0,
INIT-053,2027-11,0,,1369563,,0,
INIT-053,2027-12,0,,1369563,,0,
INIT-054,2026-01,0,0,0,0,0,0
INIT-054,2026-02,21543,22566,21543,22566,23443,0
INIT-054,2026-03,52605,53321,74148,75887,57245,0
INIT-054,2026-04,99534,113762,173682,189649,108313,0
INIT-054,2026-05,145928,142488,319610,332137,158799,0
INIT-054,2026-06,165779,171299,485389,503436,180401,0
INIT-054,2026-07,145928,179145,631317,682581,158799,0
INIT-054,2026-08,99534,,730851,,108313,
INIT-054,2026-09,52605,,783456,,57245,
INIT-054,2026-10,21543,,804999,,23443,
INIT-054,2026-11,0,,804999,,0,
INIT-054,2026-12,0,,804999,,0,
INIT-054,2027-01,0,,804999,,0,
INIT-054,2027-02,0,,804999,,0,
INIT-054,2027-03,0,,804999,,0,
INIT-054,2027-04,0,,804999,,0,
INIT-054,2027-05,0,,804999,,0,
INIT-054,2027-06,0,,804999,,0,
INIT-054,2027-07,0,,804999,,0,
INIT-054,2027-08,0,,804999,,0,
INIT-054,2027-09,0,,804999,,0,
INIT-054,2027-10,0,,804999,,0,
INIT-054,2027-11,0,,804999,,0,
INIT-054,2027-12,0,,804999,,0,
INIT-055,2026-01,121193,136034,121193,136034,175257,0
INIT-055,2026-02,142422,191142,263615,327176,205956,0
INIT-055,2026-03,154393,181703,418008,508879,223267,0
INIT-055,2026-04,154393,167807,572401,676686,223267,0
INIT-055,2026-05,142422,174845,714823,851531,205956,0
INIT-055,2026-06,121193,123524,836016,975055,175257,0
INIT-055,2026-07,95131,115855,931147,1090910,137569,0
INIT-055,2026-08,68884,,1000031,,99613,
INIT-055,2026-09,46011,,1046042,,66536,
INIT-055,2026-10,28350,,1074392,,40997,
INIT-055,2026-11,16114,,1090506,,23302,
INIT-055,2026-12,0,,1090506,,0,
INIT-055,2027-01,0,,1090506,,0,
INIT-055,2027-02,0,,1090506,,0,
INIT-055,2027-03,0,,1090506,,0,
INIT-055,2027-04,0,,1090506,,0,
INIT-055,2027-05,0,,1090506,,0,
INIT-055,2027-06,0,,1090506,,0,
INIT-055,2027-07,0,,1090506,,0,
INIT-055,2027-08,0,,1090506,,0,
INIT-055,2027-09,0,,1090506,,0,
INIT-055,2027-10,0,,1090506,,0,
INIT-055,2027-11,0,,1090506,,0,
INIT-055,2027-12,0,,1090506,,0,
INIT-056,2026-01,0,0,0,0,0,0
INIT-056,2026-02,0,0,0,0,0,0
INIT-056,2026-03,21152,26350,21152,26350,22267,0
INIT-056,2026-04,39815,49162,60967,75512,41913,0
INIT-056,2026-05,67445,86647,128412,162159,71000,0
INIT-056,2026-06,102819,102380,231231,264539,108238,0
INIT-056,2026-07,141064,167645,372295,432184,148498,0
INIT-056,2026-08,174171,,546466,,183350,
INIT-056,2026-09,193534,,740000,,203734,
INIT-056,2026-10,193534,,933534,,203734,
INIT-056,2026-11,174171,,1107705,,183350,
INIT-056,2026-12,141064,,1248769,,148498,
INIT-056,2027-01,102819,,1351588,,108238,
INIT-056,2027-02,67445,,1419033,,71000,
INIT-056,2027-03,39815,,1458848,,41913,
INIT-056,2027-04,21152,,1480000,,22267,
INIT-056,2027-05,0,,1480000,,0,
INIT-056,2027-06,0,,1480000,,0,
INIT-056,2027-07,0,,1480000,,0,
INIT-056,2027-08,0,,1480000,,0,
INIT-056,2027-09,0,,1480000,,0,
INIT-056,2027-10,0,,1480000,,0,
INIT-056,2027-11,0,,1480000,,0,
INIT-056,2027-12,0,,1480000,,0,
INIT-057,2026-01,0,0,0,0,0,0
INIT-057,2026-02,0,0,0,0,0,0
INIT-057,2026-03,0,0,0,0,0,0
INIT-057,2026-04,0,0,0,0,0,0
INIT-057,2026-05,13145,11585,13145,11585,12316,0
INIT-057,2026-06,26935,22206,40080,33791,25236,0
INIT-057,2026-07,47815,43574,87895,77365,44798,0
INIT-057,2026-08,73536,,161431,,68897,
INIT-057,2026-09,97977,,259408,,91796,
INIT-057,2026-10,113093,,372501,,105958,
INIT-057,2026-11,113093,,485594,,105958,
INIT-057,2026-12,97977,,583571,,91796,
INIT-057,2027-01,73536,,657107,,68897,
INIT-057,2027-02,47815,,704922,,44798,
INIT-057,2027-03,26935,,731857,,25236,
INIT-057,2027-04,13145,,745002,,12316,
INIT-057,2027-05,0,,745002,,0,
INIT-057,2027-06,0,,745002,,0,
INIT-057,2027-07,0,,745002,,0,
INIT-057,2027-08,0,,745002,,0,
INIT-057,2027-09,0,,745002,,0,
INIT-057,2027-10,0,,745002,,0,
INIT-057,2027-11,0,,745002,,0,
INIT-057,2027-12,0,,745002,,0,
INIT-058,2026-01,71083,62340,71083,62340,69032,0
INIT-058,2026-02,90557,81632,161640,143972,87944,0
INIT-058,2026-03,106420,101053,268060,245025,103349,0
INIT-058,2026-04,115365,112063,383425,357088,112036,0
INIT-058,2026-05,115365,109493,498790,466581,112036,0
INIT-058,2026-06,106420,106949,605210,573530,103349,0
INIT-058,2026-07,90557,79858,695767,653388,87944,0
INIT-058,2026-08,71083,,766850,,69032,
INIT-058,2026-09,51471,,818321,,49986,
INIT-058,2026-10,34380,,852701,,33388,
INIT-058,2026-11,21184,,873885,,20573,
INIT-058,2026-12,12041,,885926,,11694,
INIT-058,2027-01,0,,885926,,0,
INIT-058,2027-02,0,,885926,,0,
INIT-058,2027-03,0,,885926,,0,
INIT-058,2027-04,0,,885926,,0,
INIT-058,2027-05,0,,885926,,0,
INIT-058,2027-06,0,,885926,,0,
INIT-058,2027-07,0,,885926,,0,
INIT-058,2027-08,0,,885926,,0,
INIT-058,2027-09,0,,885926,,0,
INIT-058,2027-10,0,,885926,,0,
INIT-058,2027-11,0,,885926,,0,
INIT-058,2027-12,0,,885926,,0,
INIT-059,2026-01,0,0,0,0,0,0
INIT-059,2026-02,0,0,0,0,0,0
INIT-059,2026-03,0,0,0,0,0,0
INIT-059,2026-04,0,0,0,0,0,0
INIT-059,2026-05,0,0,0,0,0,0
INIT-059,2026-06,0,0,0,0,0,0
INIT-059,2026-07,0,0,0,0,0,0
INIT-059,2026-08,0,,0,,0,
INIT-059,2026-09,20379,,20379,,21226,
INIT-059,2026-10,41758,,62137,,43493,
INIT-059,2026-11,74129,,136266,,77210,
INIT-059,2026-12,114005,,250271,,118743,
INIT-059,2027-01,151897,,402168,,158210,
INIT-059,2027-02,175333,,577501,,182620,
INIT-059,2027-03,175333,,752834,,182620,
INIT-059,2027-04,151897,,904731,,158210,
INIT-059,2027-05,114005,,1018736,,118743,
INIT-059,2027-06,74129,,1092865,,77210,
INIT-059,2027-07,41758,,1134623,,43493,
INIT-059,2027-08,20379,,1155002,,21226,
INIT-059,2027-09,0,,1155002,,0,
INIT-059,2027-10,0,,1155002,,0,
INIT-059,2027-11,0,,1155002,,0,
INIT-059,2027-12,0,,1155002,,0,
INIT-060,2026-01,0,0,0,0,0,0
INIT-060,2026-02,0,0,0,0,0,0
INIT-060,2026-03,0,0,0,0,0,0
INIT-060,2026-04,0,0,0,0,0,0
INIT-060,2026-05,0,0,0,0,0,0
INIT-060,2026-06,0,0,0,0,0,0
INIT-060,2026-07,0,0,0,0,0,0
INIT-060,2026-08,0,,0,,0,
INIT-060,2026-09,0,,0,,0,
INIT-060,2026-10,0,,0,,0,
INIT-060,2026-11,0,,0,,0,
INIT-060,2026-12,0,,0,,0,
INIT-060,2027-01,0,,0,,0,
INIT-060,2027-02,20295,,20295,,21038,
INIT-060,2027-03,38201,,58496,,39600,
INIT-060,2027-04,64711,,123207,,67081,
INIT-060,2027-05,98651,,221858,,102264,
INIT-060,2027-06,135345,,357203,,140301,
INIT-060,2027-07,167110,,524313,,173230,
INIT-060,2027-08,185688,,710001,,192488,
INIT-060,2027-09,185688,,895689,,192488,
INIT-060,2027-10,167110,,1062799,,173230,
INIT-060,2027-11,135345,,1198144,,140301,
INIT-060,2027-12,98651,,1296795,,102264,
