initiative_id,month,benefit_plan,benefit_actual,pnl_impact_type,confidence
INIT-046,2026-11,0,,Gross margin,Low
INIT-046,2026-12,0,,Gross margin,Low
INIT-046,2027-01,0,,Gross margin,Low
INIT-046,2027-02,0,,Gross margin,Low
INIT-046,2027-03,0,,Gross margin,Low
INIT-046,2027-04,0,,Gross margin,Low
INIT-046,2027-05,0,,Gross margin,Low
INIT-046,2027-06,0,,Gross margin,Low
INIT-046,2027-07,0,,Gross margin,Low
INIT-046,2027-08,0,,Gross margin,Low
INIT-046,2027-09,0,,Gross margin,Low
INIT-046,2027-10,0,,Gross margin,Low
INIT-046,2027-11,0,,Gross margin,Low
INIT-046,2027-12,0,,Gross margin,Low
INIT-047,2026-01,0,0,Gross margin,Low
INIT-047,2026-02,0,0,Gross margin,Low
INIT-047,2026-03,0,0,Gross margin,Low
INIT-047,2026-04,0,0,Gross margin,Low
INIT-047,2026-05,0,0,Gross margin,Low
INIT-047,2026-06,0,0,Gross margin,Low
INIT-047,2026-07,0,0,Gross margin,Low
INIT-047,2026-08,0,,Gross margin,Low
INIT-047,2026-09,0,,Gross margin,Low
INIT-047,2026-10,0,,Gross margin,Low
INIT-047,2026-11,0,,Gross margin,Low
INIT-047,2026-12,0,,Gross margin,Low
INIT-047,2027-01,0,,Gross margin,Low
INIT-047,2027-02,0,,Gross margin,Low
INIT-047,2027-03,0,,Gross margin,Low
INIT-047,2027-04,0,,Gross margin,Low
INIT-047,2027-05,0,,Gross margin,Low
INIT-047,2027-06,0,,Gross margin,Low
INIT-047,2027-07,0,,Gross margin,Low
INIT-047,2027-08,0,,Gross margin,Low
INIT-047,2027-09,0,,Gross margin,Low
INIT-047,2027-10,0,,Gross margin,Low
INIT-047,2027-11,0,,Gross margin,Low
INIT-047,2027-12,0,,Gross margin,Low
INIT-048,2026-01,0,0,Gross margin,Med
INIT-048,2026-02,0,0,Gross margin,Med
INIT-048,2026-03,0,0,Gross margin,Med
INIT-048,2026-04,0,0,Gross margin,Med
INIT-048,2026-05,0,0,Gross margin,Med
INIT-048,2026-06,0,0,Gross margin,Med
INIT-048,2026-07,0,0,Gross margin,Med
INIT-048,2026-08,0,,Gross margin,Med
INIT-048,2026-09,0,,Gross margin,Med
INIT-048,2026-10,0,,Gross margin,Med
INIT-048,2026-11,0,,Gross margin,Med
INIT-048,2026-12,0,,Gross margin,Med
INIT-048,2027-01,0,,Gross margin,Med
INIT-048,2027-02,0,,Gross margin,Med
INIT-048,2027-03,0,,Gross margin,Med
INIT-048,2027-04,0,,Gross margin,Med
INIT-048,2027-05,12593,,Gross margin,Med
INIT-048,2027-06,25185,,Gross margin,Med
INIT-048,2027-07,37778,,Gross margin,Med
INIT-048,2027-08,50370,,Gross margin,Med
INIT-048,2027-09,62963,,Gross margin,Med
INIT-048,2027-10,75556,,Gross margin,Med
INIT-048,2027-11,88148,,Gross margin,Med
INIT-048,2027-12,100741,,Gross margin,Med
INIT-049,2026-01,0,0,Opex reduction,High
INIT-049,2026-02,0,0,Opex reduction,High
INIT-049,2026-03,0,0,Opex reduction,High
INIT-049,2026-04,0,0,Opex reduction,High
INIT-049,2026-05,0,0,Opex reduction,High
INIT-049,2026-06,0,0,Opex reduction,High
INIT-049,2026-07,0,0,Opex reduction,High
INIT-049,2026-08,0,,Opex reduction,High
INIT-049,2026-09,0,,Opex reduction,High
INIT-049,2026-10,0,,Opex reduction,High
INIT-049,2026-11,0,,Opex reduction,High
INIT-049,2026-12,0,,Opex reduction,High
INIT-049,2027-01,0,,Opex reduction,High
INIT-049,2027-02,0,,Opex reduction,High
INIT-049,2027-03,0,,Opex reduction,High
INIT-049,2027-04,0,,Opex reduction,High
INIT-049,2027-05,0,,Opex reduction,High
INIT-049,2027-06,9444,,Opex reduction,High
INIT-049,2027-07,18889,,Opex reduction,High
INIT-049,2027-08,28333,,Opex reduction,High
INIT-049,2027-09,37778,,Opex reduction,High
INIT-049,2027-10,47222,,Opex reduction,High
INIT-049,2027-11,56667,,Opex reduction,High
INIT-049,2027-12,66111,,Opex reduction,High
INIT-050,2026-01,0,0,Opex reduction,Med
INIT-050,2026-02,0,0,Opex reduction,Med
INIT-050,2026-03,0,0,Opex reduction,Med
INIT-050,2026-04,0,0,Opex reduction,Med
INIT-050,2026-05,0,0,Opex reduction,Med
INIT-050,2026-06,0,0,Opex reduction,Med
INIT-050,2026-07,0,0,Opex reduction,Med
INIT-050,2026-08,0,,Opex reduction,Med
INIT-050,2026-09,0,,Opex reduction,Med
INIT-050,2026-10,0,,Opex reduction,Med
INIT-050,2026-11,0,,Opex reduction,Med
INIT-050,2026-12,0,,Opex reduction,Med
INIT-050,2027-01,0,,Opex reduction,Med
INIT-050,2027-02,0,,Opex reduction,Med
INIT-050,2027-03,0,,Opex reduction,Med
INIT-050,2027-04,0,,Opex reduction,Med
INIT-050,2027-05,0,,Opex reduction,Med
INIT-050,2027-06,24653,,Opex reduction,Med
INIT-050,2027-07,49306,,Opex reduction,Med
INIT-050,2027-08,73958,,Opex reduction,Med
INIT-050,2027-09,98611,,Opex reduction,Med
INIT-050,2027-10,123264,,Opex reduction,Med
INIT-050,2027-11,147917,,Opex reduction,Med
INIT-050,2027-12,172569,,Opex reduction,Med
INIT-051,2026-01,0,0,Opex reduction,High
INIT-051,2026-02,0,0,Opex reduction,High
INIT-051,2026-03,0,0,Opex reduction,High
INIT-051,2026-04,0,0,Opex reduction,High
INIT-051,2026-05,0,0,Opex reduction,High
INIT-051,2026-06,0,0,Opex reduction,High
INIT-051,2026-07,0,0,Opex reduction,High
INIT-051,2026-08,0,,Opex reduction,High
INIT-051,2026-09,0,,Opex reduction,High
INIT-051,2026-10,0,,Opex reduction,High
INIT-051,2026-11,0,,Opex reduction,High
INIT-051,2026-12,0,,Opex reduction,High
INIT-051,2027-01,0,,Opex reduction,High
INIT-051,2027-02,0,,Opex reduction,High
INIT-051,2027-03,0,,Opex reduction,High
INIT-051,2027-04,0,,Opex reduction,High
INIT-051,2027-05,0,,Opex reduction,High
INIT-051,2027-06,0,,Opex reduction,High
INIT-051,2027-07,0,,Opex reduction,High
INIT-051,2027-08,0,,Opex reduction,High
INIT-051,2027-09,0,,Opex reduction,High
INIT-051,2027-10,0,,Opex reduction,High
INIT-051,2027-11,0,,Opex reduction,High
INIT-051,2027-12,0,,Opex reduction,High
INIT-052,2026-01,0,0,Opex reduction,Med
INIT-052,2026-02,0,0,Opex reduction,Med
INIT-052,2026-03,0,0,Opex reduction,Med
INIT-052,2026-04,0,0,Opex reduction,Med
INIT-052,2026-05,0,0,Opex reduction,Med
INIT-052,2026-06,0,0,Opex reduction,Med
INIT-052,2026-07,0,0,Opex reduction,Med
INIT-052,2026-08,0,,Opex reduction,Med
INIT-052,2026-09,0,,Opex reduction,Med
INIT-052,2026-10,0,,Opex reduction,Med
INIT-052,2026-11,0,,Opex reduction,Med
INIT-052,2026-12,0,,Opex reduction,Med
INIT-052,2027-01,0,,Opex reduction,Med
INIT-052,2027-02,0,,Opex reduction,Med
INIT-052,2027-03,0,,Opex reduction,Med
INIT-052,2027-04,0,,Opex reduction,Med
INIT-052,2027-05,6806,,Opex reduction,Med
INIT-052,2027-06,13611,,Opex reduction,Med
INIT-052,2027-07,20417,,Opex reduction,Med
INIT-052,2027-08,27222,,Opex reduction,Med
INIT-052,2027-09,34028,,Opex reduction,Med
INIT-052,2027-10,40833,,Opex reduction,Med
INIT-052,2027-11,47639,,Opex reduction,Med
INIT-052,2027-12,54444,,Opex reduction,Med
INIT-053,2026-01,0,0,Opex reduction,Med
INIT-053,2026-02,0,0,Opex reduction,Med
INIT-053,2026-03,0,0,Opex reduction,Med
INIT-053,2026-04,0,0,Opex reduction,Med
INIT-053,2026-05,0,0,Opex reduction,Med
INIT-053,2026-06,0,0,Opex reduction,Med
INIT-053,2026-07,0,0,Opex reduction,Med
INIT-053,2026-08,0,,Opex reduction,Med
INIT-053,2026-09,0,,Opex reduction,Med
INIT-053,2026-10,0,,Opex reduction,Med
INIT-053,2026-11,0,,Opex reduction,Med
INIT-053,2026-12,0,,Opex reduction,Med
INIT-053,2027-01,0,,Opex reduction,Med
INIT-053,2027-02,0,,Opex reduction,Med
INIT-053,2027-03,0,,Opex reduction,Med
INIT-053,2027-04,0,,Opex reduction,Med
INIT-053,2027-05,0,,Opex reduction,Med
INIT-053,2027-06,0,,Opex reduction,Med
INIT-053,2027-07,0,,Opex reduction,Med
INIT-053,2027-08,0,,Opex reduction,Med
INIT-053,2027-09,0,,Opex reduction,Med
INIT-053,2027-10,27083,,Opex reduction,Med
INIT-053,2027-11,54167,,Opex reduction,Med
INIT-053,2027-12,81250,,Opex reduction,Med
INIT-054,2026-01,0,0,Cost avoided (non-cash),High
INIT-054,2026-02,0,0,Cost avoided (non-cash),High
INIT-054,2026-03,0,0,Cost avoided (non-cash),High
INIT-054,2026-04,0,0,Cost avoided (non-cash),High
INIT-054,2026-05,0,0,Cost avoided (non-cash),High
INIT-054,2026-06,0,0,Cost avoided (non-cash),High
INIT-054,2026-07,0,0,Cost avoided (non-cash),High
INIT-054,2026-08,0,,Cost avoided (non-cash),High
INIT-054,2026-09,0,,Cost avoided (non-cash),High
INIT-054,2026-10,0,,Cost avoided (non-cash),High
INIT-054,2026-11,0,,Cost avoided (non-cash),High
INIT-054,2026-12,0,,Cost avoided (non-cash),High
INIT-054,2027-01,32778,,Cost avoided (non-cash),High
INIT-054,2027-02,65556,,Cost avoided (non-cash),High
INIT-054,2027-03,98333,,Cost avoided (non-cash),High
INIT-054,2027-04,98333,,Cost avoided (non-cash),High
INIT-054,2027-05,98333,,Cost avoided (non-cash),High
INIT-054,2027-06,98333,,Cost avoided (non-cash),High
INIT-054,2027-07,98333,,Cost avoided (non-cash),High
INIT-054,2027-08,98333,,Cost avoided (non-cash),High
INIT-054,2027-09,98333,,Cost avoided (non-cash),High
INIT-054,2027-10,98333,,Cost avoided (non-cash),High
INIT-054,2027-11,98333,,Cost avoided (non-cash),High
INIT-054,2027-12,98333,,Cost avoided (non-cash),High
INIT-055,2026-01,0,0,Opex reduction,Low
INIT-055,2026-02,0,0,Opex reduction,Low
INIT-055,2026-03,0,0,Opex reduction,Low
INIT-055,2026-04,0,0,Opex reduction,Low
INIT-055,2026-05,0,0,Opex reduction,Low
INIT-055,2026-06,0,0,Opex reduction,Low
INIT-055,2026-07,0,0,Opex reduction,Low
INIT-055,2026-08,0,,Opex reduction,Low
INIT-055,2026-09,0,,Opex reduction,Low
INIT-055,2026-10,0,,Opex reduction,Low
INIT-055,2026-11,34583,,Opex reduction,Low
INIT-055,2026-12,69167,,Opex reduction,Low
INIT-055,2027-01,103750,,Opex reduction,Low
INIT-055,2027-02,138333,,Opex reduction,Low
INIT-055,2027-03,138333,,Opex reduction,Low
INIT-055,2027-04,138333,,Opex reduction,Low
INIT-055,2027-05,138333,,Opex reduction,Low
INIT-055,2027-06,138333,,Opex reduction,Low
INIT-055,2027-07,138333,,Opex reduction,Low
INIT-055,2027-08,138333,,Opex reduction,Low
INIT-055,2027-09,138333,,Opex reduction,Low
INIT-055,2027-10,138333,,Opex reduction,Low
INIT-055,2027-11,138333,,Opex reduction,Low
INIT-055,2027-12,138333,,Opex reduction,Low
INIT-056,2026-01,0,0,Non-financial / risk,Low
INIT-056,2026-02,0,0,Non-financial / risk,Low
INIT-056,2026-03,0,0,Non-financial / risk,Low
INIT-056,2026-04,0,0,Non-financial / risk,Low
INIT-056,2026-05,0,0,Non-financial / risk,Low
INIT-056,2026-06,0,0,Non-financial / risk,Low
INIT-056,2026-07,0,0,Non-financial / risk,Low
INIT-056,2026-08,0,,Non-financial / risk,Low
INIT-056,2026-09,0,,Non-financial / risk,Low
INIT-056,2026-10,0,,Non-financial / risk,Low
INIT-056,2026-11,0,,Non-financial / risk,Low
INIT-056,2026-12,0,,Non-financial / risk,Low
INIT-056,2027-01,0,,Non-financial / risk,Low
INIT-056,2027-02,0,,Non-financial / risk,Low
INIT-056,2027-03,0,,Non-financial / risk,Low
INIT-056,2027-04,0,,Non-financial / risk,Low
INIT-056,2027-05,0,,Non-financial / risk,Low
INIT-056,2027-06,6250,,Non-financial / risk,Low
INIT-056,2027-07,12500,,Non-financial / risk,Low
INIT-056,2027-08,18750,,Non-financial / risk,Low
INIT-056,2027-09,25000,,Non-financial / risk,Low
INIT-056,2027-10,31250,,Non-financial / risk,Low
INIT-056,2027-11,37500,,Non-financial / risk,Low
INIT-056,2027-12,37500,,Non-financial / risk,Low
INIT-057,2026-01,0,0,Non-financial / risk,Low
INIT-057,2026-02,0,0,Non-financial / risk,Low
INIT-057,2026-03,0,0,Non-financial / risk,Low
INIT-057,2026-04,0,0,Non-financial / risk,Low
INIT-057,2026-05,0,0,Non-financial / risk,Low
INIT-057,2026-06,0,0,Non-financial / risk,Low
INIT-057,2026-07,0,0,Non-financial / risk,Low
INIT-057,2026-08,0,,Non-financial / risk,Low
INIT-057,2026-09,0,,Non-financial / risk,Low
INIT-057,2026-10,0,,Non-financial / risk,Low
INIT-057,2026-11,0,,Non-financial / risk,Low
INIT-057,2026-12,0,,Non-financial / risk,Low
INIT-057,2027-01,0,,Non-financial / risk,Low
INIT-057,2027-02,0,,Non-financial / risk,Low
INIT-057,2027-03,0,,Non-financial / risk,Low
INIT-057,2027-04,0,,Non-financial / risk,Low
INIT-057,2027-05,926,,Non-financial / risk,Low
INIT-057,2027-06,1852,,Non-financial / risk,Low
INIT-057,2027-07,2778,,Non-financial / risk,Low
INIT-057,2027-08,3704,,Non-financial / risk,Low
INIT-057,2027-09,4630,,Non-financial / risk,Low
INIT-057,2027-10,5556,,Non-financial / risk,Low
INIT-057,2027-11,6481,,Non-financial / risk,Low
INIT-057,2027-12,7407,,Non-financial / risk,Low
INIT-058,2026-01,0,0,Non-financial / risk,Low
INIT-058,2026-02,0,0,Non-financial / risk,Low
INIT-058,2026-03,0,0,Non-financial / risk,Low
INIT-058,2026-04,0,0,Non-financial / risk,Low
INIT-058,2026-05,0,0,Non-financial / risk,Low
INIT-058,2026-06,0,0,Non-financial / risk,Low
INIT-058,2026-07,0,0,Non-financial / risk,Low
INIT-058,2026-08,0,,Non-financial / risk,Low
INIT-058,2026-09,0,,Non-financial / risk,Low
INIT-058,2026-10,0,,Non-financial / risk,Low
INIT-058,2026-11,0,,Non-financial / risk,Low
INIT-058,2026-12,0,,Non-financial / risk,Low
INIT-058,2027-01,4028,,Non-financial / risk,Low
INIT-058,2027-02,8056,,Non-financial / risk,Low
INIT-058,2027-03,12083,,Non-financial / risk,Low
INIT-058,2027-04,16111,,Non-financial / risk,Low
INIT-058,2027-05,20139,,Non-financial / risk,Low
INIT-058,2027-06,24167,,Non-financial / risk,Low
INIT-058,2027-07,24167,,Non-financial / risk,Low
INIT-058,2027-08,24167,,Non-financial / risk,Low
INIT-058,2027-09,24167,,Non-financial / risk,Low
INIT-058,2027-10,24167,,Non-financial / risk,Low
INIT-058,2027-11,24167,,Non-financial / risk,Low
INIT-058,2027-12,24167,,Non-financial / risk,Low
INIT-059,2026-01,0,0,Non-financial / risk,Low
INIT-059,2026-02,0,0,Non-financial / risk,Low
INIT-059,2026-03,0,0,Non-financial / risk,Low
INIT-059,2026-04,0,0,Non-financial / risk,Low
INIT-059,2026-05,0,0,Non-financial / risk,Low
INIT-059,2026-06,0,0,Non-financial / risk,Low
INIT-059,2026-07,0,0,Non-financial / risk,Low
INIT-059,2026-08,0,,Non-financial / risk,Low
INIT-059,2026-09,0,,Non-financial / risk,Low
INIT-059,2026-10,0,,Non-financial / risk,Low
INIT-059,2026-11,0,,Non-financial / risk,Low
INIT-059,2026-12,0,,Non-financial / risk,Low
INIT-059,2027-01,0,,Non-financial / risk,Low
INIT-059,2027-02,0,,Non-financial / risk,Low
INIT-059,2027-03,0,,Non-financial / risk,Low
INIT-059,2027-04,0,,Non-financial / risk,Low
INIT-059,2027-05,0,,Non-financial / risk,Low
INIT-059,2027-06,0,,Non-financial / risk,Low
INIT-059,2027-07,0,,Non-financial / risk,Low
INIT-059,2027-08,0,,Non-financial / risk,Low
INIT-059,2027-09,0,,Non-financial / risk,Low
INIT-059,2027-10,0,,Non-financial / risk,Low
INIT-059,2027-11,3194,,Non-financial / risk,Low
INIT-059,2027-12,6389,,Non-financial / risk,Low
INIT-060,2026-01,0,0,Non-financial / risk,Med
INIT-060,2026-02,0,0,Non-financial / risk,Med
INIT-060,2026-03,0,0,Non-financial / risk,Med
INIT-060,2026-04,0,0,Non-financial / risk,Med
INIT-060,2026-05,0,0,Non-financial / risk,Med
INIT-060,2026-06,0,0,Non-financial / risk,Med
INIT-060,2026-07,0,0,Non-financial / risk,Med
INIT-060,2026-08,0,,Non-financial / risk,Med
INIT-060,2026-09,0,,Non-financial / risk,Med
INIT-060,2026-10,0,,Non-financial / risk,Med
INIT-060,2026-11,0,,Non-financial / risk,Med
INIT-060,2026-12,0,,Non-financial / risk,Med
INIT-060,2027-01,0,,Non-financial / risk,Med
INIT-060,2027-02,0,,Non-financial / risk,Med
INIT-060,2027-03,0,,Non-financial / risk,Med
INIT-060,2027-04,0,,Non-financial / risk,Med
INIT-060,2027-05,0,,Non-financial / risk,Med
INIT-060,2027-06,0,,Non-financial / risk,Med
INIT-060,2027-07,0,,Non-financial / risk,Med
INIT-060,2027-08,0,,Non-financial / risk,Med
INIT-060,2027-09,0,,Non-financial / risk,Med
INIT-060,2027-10,0,,Non-financial / risk,Med
INIT-060,2027-11,0,,Non-financial / risk,Med
INIT-060,2027-12,0,,Non-financial / risk,Med
